set,attribute,score
9718,Communicator,2.7
9718,Data Wrangler,2.6
9718,Technologist,1.7
9719,Data Wrangler,5.5
9719,Visualiser,4.4
9719,Modeller,3.8
9719,Communicator,3.4
9719,Programmer,3.2
9719,Technologist,2.1
9720,Modeller,5
9720,Technologist,3.9
9720,Communicator,3.4
9720,Visualiser,2.6
9720,Programmer,2.2
9720,Data Wrangler,1.8
9721,Technologist,5.4
9721,Modeller,4.2
9721,Data Wrangler,2.5
9721,Visualiser,2.4
9721,Programmer,1.6
9721,Communicator,1.4
9722,Data Wrangler,4.9
9722,Programmer,4.6
9722,Modeller,3.6
9722,Visualiser,3
9722,Communicator,2.7
9722,Technologist,1.4
9723,Technologist,4.8
9723,Modeller,4.4
9723,Programmer,4.1
9723,Communicator,3.6
9723,Data Wrangler,2.6
9723,Visualiser,1.7
9724,Technologist,6.4
9724,Modeller,4.8
9724,Communicator,4.3
9724,Data Wrangler,3
9724,Visualiser,1.7
9724,Programmer,1
9725,Technologist,5.6
9725,Programmer,4.5
9725,Communicator,3.6
9725,Modeller,2.4
9725,Data Wrangler,1.7
9725,Visualiser,1.3
9726,Communicator,4.8
9726,Visualiser,4.4
9726,Data Wrangler,3.9
9726,Technologist,3.4
9726,Modeller,2.7
9726,Programmer,2.5
9727,Communicator,5.2
9727,Data Wrangler,4.6
9727,Visualiser,4.2
9727,Programmer,3.6
9727,Technologist,3.2
9727,Modeller,2
9728,Programmer,4.8
9728,Communicator,4.4
9728,Visualiser,4.1
9728,Modeller,3.2
9728,Data Wrangler,2.9
9728,Technologist,1.2
9729,Communicator,5.2
9729,Data Wrangler,4.4
9729,Visualiser,4.1
9729,Technologist,3.1
9729,Programmer,2.1
9729,Modeller,1.8
9730,Visualiser,5.5
9730,Modeller,4.8
9730,Technologist,4.2
9730,Data Wrangler,3.8
9730,Communicator,3.5
9730,Programmer,2.8
9731,Communicator,5.6
9731,Visualiser,4.3
9731,Technologist,4
9731,Programmer,3.2
9731,Data Wrangler,2.6
9731,Modeller,2.4
9732,Programmer,6
9732,Data Wrangler,4.6
9732,Communicator,4.1
9732,Visualiser,2.8
9732,Technologist,2.5
9732,Modeller,2.1
9733,Data Wrangler,5.9
9733,Programmer,5
9733,Communicator,4.1
9733,Visualiser,3.9
9733,Technologist,2.2
9733,Modeller,1.5
9734,Communicator,5.2
9734,Data Wrangler,4.8
9734,Programmer,4.4
9734,Visualiser,3.5
9734,Modeller,3.2
9734,Technologist,2.6
9735,Communicator,6.6
9735,Programmer,4.8
9735,Data Wrangler,4.1
9735,Visualiser,3.5
9735,Modeller,3
9735,Technologist,2.3
9736,Visualiser,6.6
9736,Modeller,5.3
9736,Communicator,4.1
9736,Technologist,3.6
9736,Programmer,3.2
9736,Data Wrangler,2.8
9737,Modeller,5
9737,Programmer,4.8
9737,Communicator,4.1
9737,Technologist,3.3
9737,Visualiser,2.6
9737,Data Wrangler,2.2
9738,Technologist,5.6
9738,Modeller,4.8
9738,Programmer,4
9738,Visualiser,3.1
9738,Data Wrangler,2.9
9738,Communicator,2
9739,Technologist,4.1
9739,Modeller,3.6
9739,Programmer,3.2
9739,Visualiser,3
9739,Communicator,2.7
9739,Data Wrangler,2.4
9740,Modeller,6.2
9740,Data Wrangler,5.1
9740,Communicator,3.8
9740,Visualiser,3.5
9740,Technologist,3.1
9740,Programmer,1.5
9741,Data Wrangler,4.8
9741,Modeller,4.6
9741,Communicator,3.2
9741,Visualiser,3.1
9741,Technologist,1.9
9741,Programmer,1.1
9742,Technologist,4.4
9742,Visualiser,4.2
9742,Modeller,3.8
9742,Programmer,3.2
9742,Data Wrangler,2.5
9742,Communicator,2.3
9743,Data Wrangler,5.8
9743,Modeller,4.4
9743,Visualiser,4.1
9743,Technologist,3.6
9743,Communicator,3
9743,Programmer,1.7
9744,Programmer,4.8
9744,Communicator,4.4
9744,Modeller,3.2
9744,Visualiser,2.8
9744,Data Wrangler,2.2
9744,Technologist,2
9745,Visualiser,4.9
9745,Modeller,4.6
9745,Data Wrangler,4
9745,Communicator,3.6
9745,Technologist,3.1
9745,Programmer,2.5
9746,Data Wrangler,5.1
9746,Visualiser,4.4
9746,Technologist,3.9
9746,Communicator,2.5
9746,Modeller,2.4
9746,Programmer,2
9747,Modeller,4.8
9747,Visualiser,4.5
9747,Programmer,3.7
9747,Data Wrangler,2.4
9747,Technologist,1.8
9747,Communicator,1.7
9748,Programmer,5.5
9748,Data Wrangler,4.5
9748,Communicator,4
9748,Technologist,3.4
9748,Modeller,3
9748,Visualiser,1.9
9749,Technologist,5.7
9749,Communicator,4.9
9749,Modeller,4.7
9749,Visualiser,4.3
9749,Data Wrangler,3.4
9749,Programmer,3.2
9750,Visualiser,5.8
9750,Data Wrangler,3.6
9750,Communicator,3.1
9750,Technologist,2.5
9750,Modeller,2.2
9750,Programmer,1.7
9751,Modeller,4.4
9751,Visualiser,4.1
9751,Programmer,3.8
9751,Technologist,3.5
9751,Communicator,3
9751,Data Wrangler,2.8
9752,Visualiser,5.5
9752,Modeller,4.9
9752,Data Wrangler,3.3
9752,Technologist,3.1
9752,Programmer,2.2
9752,Communicator,2
9753,Technologist,5.7
9753,Programmer,4.7
9753,Visualiser,3.4
9753,Data Wrangler,3.1
9753,Modeller,2.7
9753,Communicator,2.3
9754,Communicator,5.6
9754,Technologist,4.5
9754,Data Wrangler,3.7
9754,Modeller,3.4
9754,Visualiser,3
9754,Programmer,1.7
9755,Communicator,5.2
9755,Modeller,4.8
9755,Technologist,3.4
9755,Visualiser,3.2
9755,Data Wrangler,2.6
9755,Programmer,1.4
9756,Visualiser,5.5
9756,Technologist,5.1
9756,Data Wrangler,4.4
9756,Programmer,4.2
9756,Communicator,3.5
9756,Modeller,3
9757,Programmer,6.3
9757,Data Wrangler,5.2
9757,Communicator,4.1
9757,Visualiser,3.1
9757,Modeller,2.4
9757,Technologist,2
9758,Technologist,5.7
9758,Communicator,5.1
9758,Data Wrangler,4.4
9758,Modeller,3.9
9758,Programmer,2.2
9758,Visualiser,1.6
9759,Programmer,5.4
9759,Visualiser,5
9759,Data Wrangler,4
9759,Modeller,3.7
9759,Technologist,3.4
9759,Communicator,2.5
9760,Technologist,4.7
9760,Programmer,3.8
9760,Modeller,3.4
9760,Communicator,2.7
9760,Visualiser,2.3
9760,Data Wrangler,1.6
9761,Technologist,4.7
9761,Data Wrangler,4.1
9761,Programmer,3.4
9761,Visualiser,3.1
9761,Communicator,2.2
9761,Modeller,1.4
9762,Modeller,5.2
9762,Programmer,4.1
9762,Technologist,3.9
9762,Communicator,3.6
9762,Data Wrangler,3.4
9762,Visualiser,1.4
9763,Visualiser,6.1
9763,Data Wrangler,4.6
9763,Programmer,4.2
9763,Communicator,3.6
9763,Modeller,3.4
9763,Technologist,1
9764,Data Wrangler,5.2
9764,Visualiser,4.8
9764,Technologist,4.5
9764,Communicator,3.9
9764,Modeller,3.7
9764,Programmer,3
9765,Visualiser,4.6
9765,Programmer,3.8
9765,Modeller,3.1
9765,Communicator,2.5
9765,Data Wrangler,2.3
9765,Technologist,1.8
9766,Modeller,6
9766,Communicator,4
9766,Visualiser,3.8
9766,Technologist,2.9
9766,Data Wrangler,2.6
9766,Programmer,2.3
9767,Data Wrangler,5.8
9767,Communicator,5.1
9767,Modeller,4.1
9767,Programmer,3.4
9767,Visualiser,3.1
9767,Technologist,1.4
9768,Modeller,5
9768,Data Wrangler,4.5
9768,Communicator,3.8
9768,Visualiser,3.1
9768,Technologist,2.6
9768,Programmer,2
9769,Communicator,5.2
9769,Programmer,4.6
9769,Visualiser,4
9769,Modeller,3.2
9769,Data Wrangler,2.9
9769,Technologist,2
9770,Communicator,4.6
9770,Programmer,4.2
9770,Data Wrangler,3.8
9770,Technologist,3.6
9770,Modeller,3.2
9770,Visualiser,2
9771,Visualiser,5.8
9771,Data Wrangler,3.7
9771,Technologist,3.5
9771,Modeller,3.2
9771,Programmer,3
9771,Communicator,2.4
9772,Modeller,5.8
9772,Programmer,4.5
9772,Technologist,4
9772,Visualiser,3.6
9772,Communicator,2.9
9772,Data Wrangler,2.4
9773,Data Wrangler,4.4
9773,Modeller,3.8
9773,Technologist,3.5
9773,Visualiser,3.3
9773,Communicator,2.6
9773,Programmer,1.7
9774,Visualiser,6
9774,Communicator,4.9
9774,Programmer,4
9774,Modeller,3.4
9774,Technologist,3.2
9774,Data Wrangler,2.7
9775,Modeller,5.2
9775,Visualiser,4.5
9775,Data Wrangler,4.1
9775,Programmer,3.8
9775,Technologist,2.8
9775,Communicator,1.7
9776,Modeller,5.2
9776,Visualiser,4.8
9776,Communicator,4.1
9776,Programmer,3.6
9776,Technologist,2.6
9776,Data Wrangler,1.9
9777,Technologist,6.2
9777,Communicator,4.8
9777,Modeller,4.5
9777,Data Wrangler,3.4
9777,Programmer,2.6
9777,Visualiser,2.3
9778,Communicator,5.6
9778,Data Wrangler,5.1
9778,Programmer,4.7
9778,Visualiser,3.3
9778,Modeller,2.9
9778,Technologist,2
9779,Technologist,5.5
9779,Data Wrangler,4.8
9779,Programmer,4
9779,Visualiser,3.7
9779,Communicator,3.2
9779,Modeller,3
9780,Data Wrangler,5.3
9780,Visualiser,4.4
9780,Programmer,3.9
9780,Technologist,3.4
9780,Modeller,2.7
9780,Communicator,2.1
9781,Programmer,4.8
9781,Visualiser,4.3
9781,Communicator,4
9781,Modeller,3.7
9781,Data Wrangler,3.4
9781,Technologist,1.7
9782,Data Wrangler,4.8
9782,Technologist,4.4
9782,Modeller,4
9782,Communicator,3.1
9782,Visualiser,2.6
9782,Programmer,2.4
9783,Visualiser,4.8
9783,Communicator,4.4
9783,Modeller,3.8
9783,Programmer,3.1
9783,Technologist,2.9
9783,Data Wrangler,1.9
9784,Communicator,6
9784,Data Wrangler,3.9
9784,Technologist,3.3
9784,Visualiser,2.5
9784,Modeller,1.9
9784,Programmer,1.7
9785,Data Wrangler,6
9785,Communicator,4.6
9785,Modeller,4.3
9785,Technologist,3.6
9785,Programmer,3.1
9785,Visualiser,2.1
9786,Communicator,6.2
9786,Technologist,5.7
9786,Modeller,4.9
9786,Visualiser,3.1
9786,Programmer,2.2
9786,Data Wrangler,2
9787,Technologist,6
9787,Visualiser,4.7
9787,Data Wrangler,4.3
9787,Programmer,3.7
9787,Modeller,2.7
9787,Communicator,2.4
9788,Modeller,5.8
9788,Data Wrangler,5
9788,Technologist,4.3
9788,Programmer,3.7
9788,Communicator,3.2
9788,Visualiser,2.5
9789,Modeller,4.8
9789,Technologist,4.6
9789,Data Wrangler,4
9789,Programmer,3.7
9789,Visualiser,3.1
9789,Communicator,2.8
9790,Visualiser,4.8
9790,Programmer,4.4
9790,Technologist,4
9790,Communicator,3.7
9790,Modeller,2.4
9790,Data Wrangler,1.9
9791,Communicator,5.4
9791,Visualiser,4.8
9791,Modeller,4
9791,Programmer,3.6
9791,Data Wrangler,3.2
9791,Technologist,2.4
9792,Technologist,5.3
9792,Programmer,4.7
9792,Communicator,3.4
9792,Data Wrangler,3.2
9792,Modeller,2.9
9792,Visualiser,1.7
9793,Visualiser,5.5
9793,Technologist,4.2
9793,Data Wrangler,3.5
9793,Modeller,3.2
9793,Programmer,2.6
9793,Communicator,2.4
9794,Visualiser,5.2
9794,Programmer,3.4
9794,Technologist,3.1
9794,Modeller,2.5
9794,Communicator,2.2
9794,Data Wrangler,2
9795,Technologist,5.9
9795,Visualiser,4.4
9795,Modeller,3.8
9795,Programmer,3.6
9795,Data Wrangler,3.3
9795,Communicator,1.8
9796,Technologist,5.3
9796,Visualiser,5
9796,Modeller,4.5
9796,Data Wrangler,3.4
9796,Programmer,2.6
9796,Communicator,2.1
9797,Data Wrangler,5.2
9797,Visualiser,4.5
9797,Programmer,4.1
9797,Technologist,3.7
9797,Communicator,3.2
9797,Modeller,2.7
9798,Data Wrangler,4.8
9798,Visualiser,4.6
9798,Programmer,3.6
9798,Modeller,2.9
9798,Technologist,2.1
9798,Communicator,1.8
9799,Modeller,4.6
9799,Programmer,4.3
9799,Technologist,3.7
9799,Visualiser,3.3
9799,Communicator,2.4
9799,Data Wrangler,2.3
9800,Visualiser,5.9
9800,Modeller,4.9
9800,Programmer,4.7
9800,Technologist,3.6
9800,Communicator,2.4
9800,Data Wrangler,1.8
9801,Technologist,6.5
9801,Visualiser,4.7
9801,Modeller,3.6
9801,Communicator,2.5
9801,Data Wrangler,2.2
9801,Programmer,2
9802,Communicator,5.2
9802,Modeller,4
9802,Programmer,3.1
9802,Visualiser,2.7
9802,Data Wrangler,2.4
9802,Technologist,1.9
9803,Technologist,5.3
9803,Communicator,3.8
9803,Programmer,3.6
9803,Modeller,2.9
9803,Visualiser,2.6
9803,Data Wrangler,2.3
9804,Programmer,5
9804,Technologist,4.1
9804,Visualiser,3.5
9804,Modeller,2.9
9804,Data Wrangler,2.6
9804,Communicator,1.7
9805,Programmer,6
9805,Visualiser,4.9
9805,Modeller,3.8
9805,Technologist,3.3
9805,Data Wrangler,3
9805,Communicator,2.3
9806,Technologist,6
9806,Programmer,4.9
9806,Data Wrangler,4.4
9806,Modeller,3.9
9806,Visualiser,3.3
9806,Communicator,2
9807,Visualiser,5.2
9807,Programmer,4.1
9807,Communicator,3.8
9807,Modeller,3.1
9807,Data Wrangler,2.6
9807,Technologist,2.3
9808,Programmer,5
9808,Technologist,4.5
9808,Modeller,3.6
9808,Visualiser,3.4
9808,Data Wrangler,2.4
9808,Communicator,1.8
9809,Programmer,4.4
9809,Data Wrangler,4
9809,Technologist,3.6
9809,Modeller,3.1
9809,Visualiser,2.7
9809,Communicator,1.5
9810,Data Wrangler,5.5
9810,Modeller,4.6
9810,Communicator,4
9810,Technologist,3.5
9810,Visualiser,2.6
9810,Programmer,2.4
9811,Technologist,5.8
9811,Communicator,4.4
9811,Modeller,4.1
9811,Programmer,3.7
9811,Data Wrangler,2.2
9811,Visualiser,1.8
9812,Communicator,4.8
9812,Modeller,4
9812,Programmer,3.4
9812,Visualiser,2.7
9812,Technologist,1.9
9812,Data Wrangler,1.7
9813,Visualiser,5
9813,Modeller,4.4
9813,Data Wrangler,3.9
9813,Programmer,3.7
9813,Communicator,2.6
9813,Technologist,2
9814,Visualiser,5.8
9814,Data Wrangler,4.9
9814,Communicator,4.5
9814,Programmer,4.1
9814,Technologist,2.9
9814,Modeller,2.5
9815,Visualiser,4.5
9815,Technologist,3.7
9815,Modeller,2.7
9815,Programmer,2.3
9815,Communicator,1.9
9815,Data Wrangler,1
9816,Communicator,5.8
9816,Programmer,4.5
9816,Data Wrangler,3.2
9816,Modeller,3.1
9816,Technologist,2.9
9816,Visualiser,2.4
9817,Communicator,5.6
9817,Visualiser,5.2
9817,Modeller,4.1
9817,Programmer,3.7
9817,Technologist,2.6
9817,Data Wrangler,1.7
9818,Programmer,5.1
9818,Communicator,4.2
9818,Visualiser,3.5
9818,Technologist,3.1
9818,Modeller,2.7
9818,Data Wrangler,1.7
9819,Visualiser,4.9
9819,Communicator,4.6
9819,Technologist,3.4
9819,Data Wrangler,2.8
9819,Programmer,2.1
9819,Modeller,1.8
9820,Visualiser,4.9
9820,Programmer,4
9820,Data Wrangler,3.2
9820,Technologist,2.8
9820,Modeller,2.6
9820,Communicator,2.3
9821,Technologist,4.5
9821,Data Wrangler,4.2
9821,Visualiser,3.8
9821,Modeller,3.2
9821,Communicator,2.9
9821,Programmer,2
9822,Technologist,5.5
9822,Visualiser,4.6
9822,Communicator,3.8
9822,Modeller,3.6
9822,Data Wrangler,2.4
9822,Programmer,2.1
9823,Technologist,4.9
9823,Modeller,4.4
9823,Visualiser,3.5
9823,Communicator,2.7
9823,Data Wrangler,2.6
9823,Programmer,2
9824,Technologist,5.2
9824,Visualiser,4.6
9824,Programmer,4.2
9824,Data Wrangler,3.7
9824,Modeller,3
9824,Communicator,2
9825,Visualiser,4.5
9825,Communicator,3.6
9825,Data Wrangler,3.4
9825,Technologist,3.1
9825,Modeller,2.1
9825,Programmer,1.7
9826,Visualiser,4.3
9826,Programmer,3.9
9826,Data Wrangler,3.5
9826,Technologist,3.1
9826,Modeller,2.7
9826,Communicator,2.4
9827,Technologist,4.7
9827,Programmer,4.4
9827,Communicator,3.2
9827,Data Wrangler,3.1
9827,Visualiser,2.4
9827,Modeller,1.7
9828,Data Wrangler,5.4
9828,Communicator,4.2
9828,Modeller,3.6
9828,Visualiser,3.1
9828,Technologist,2.2
9828,Programmer,1.8
9829,Modeller,4.8
9829,Technologist,4.4
9829,Communicator,3.8
9829,Programmer,3.2
9829,Visualiser,3
9829,Data Wrangler,2.3
9830,Technologist,5.3
9830,Data Wrangler,4
9830,Modeller,3.8
9830,Programmer,3.2
9830,Visualiser,2.4
9830,Communicator,2.1
9831,Modeller,5.4
9831,Data Wrangler,5
9831,Technologist,4.3
9831,Visualiser,3.1
9831,Programmer,2.5
9831,Communicator,1.4
9832,Visualiser,5.5
9832,Modeller,4.4
9832,Programmer,4
9832,Technologist,3.5
9832,Communicator,2.4
9832,Data Wrangler,1.6
9833,Visualiser,4.1
9833,Modeller,3.8
9833,Programmer,3.6
9833,Communicator,3.2
9833,Technologist,3
9833,Data Wrangler,1.6
9834,Technologist,5.8
9834,Data Wrangler,5.2
9834,Modeller,4.9
9834,Visualiser,4.3
9834,Communicator,3.4
9834,Programmer,1.4
9835,Technologist,4.1
9835,Programmer,3.4
9835,Visualiser,3.1
9835,Modeller,2.9
9835,Data Wrangler,2.6
9835,Communicator,1.5
9836,Visualiser,4.6
9836,Modeller,4
9836,Technologist,3.8
9836,Programmer,3.4
9836,Communicator,2.6
9836,Data Wrangler,2.4
9837,Modeller,5.6
9837,Communicator,4.2
9837,Visualiser,3.9
9837,Technologist,2.9
9837,Data Wrangler,2.3
9837,Programmer,2.1
9838,Programmer,6
9838,Data Wrangler,4.8
9838,Technologist,4.1
9838,Visualiser,3.5
9838,Modeller,3
9838,Communicator,2.7
9839,Modeller,4.8
9839,Technologist,4.4
9839,Communicator,4
9839,Visualiser,3.7
9839,Programmer,3
9839,Data Wrangler,2.5
9840,Programmer,6
9840,Technologist,5.5
9840,Data Wrangler,4.6
9840,Modeller,4.3
9840,Communicator,2.7
9840,Visualiser,1.8
9841,Programmer,5.3
9841,Data Wrangler,4.1
9841,Visualiser,3.9
9841,Modeller,3.1
9841,Technologist,2.5
9841,Communicator,1.7
9842,Visualiser,4.7
9842,Communicator,4.2
9842,Programmer,4
9842,Data Wrangler,3.5
9842,Modeller,2.4
9842,Technologist,1.5
9843,Communicator,5.6
9843,Visualiser,4.9
9843,Data Wrangler,4.5
9843,Technologist,4.2
9843,Modeller,3.8
9843,Programmer,2.2
9844,Communicator,4.8
9844,Data Wrangler,4.1
9844,Programmer,3.6
9844,Visualiser,3.4
9844,Modeller,3
9844,Technologist,2.8
9845,Technologist,4.6
9845,Communicator,3.4
9845,Programmer,3
9845,Modeller,2.5
9845,Visualiser,1.9
9845,Data Wrangler,1.7
9846,Visualiser,4.8
9846,Data Wrangler,4.2
9846,Programmer,4
9846,Communicator,3.4
9846,Technologist,3
9846,Modeller,1.8
9847,Modeller,6.2
9847,Technologist,4.9
9847,Communicator,4.5
9847,Programmer,4.2
9847,Visualiser,3.4
9847,Data Wrangler,1.8
9848,Visualiser,5.2
9848,Programmer,4.6
9848,Communicator,4.1
9848,Technologist,3.9
9848,Modeller,3.4
9848,Data Wrangler,2.4
9849,Data Wrangler,5.5
9849,Visualiser,4.9
9849,Programmer,3.3
9849,Communicator,3.1
9849,Modeller,2.7
9849,Technologist,2.5
9850,Modeller,6
9850,Data Wrangler,4.6
9850,Communicator,3.8
9850,Visualiser,2.9
9850,Technologist,2.6
9850,Programmer,2
9851,Communicator,5.4
9851,Programmer,4.7
9851,Data Wrangler,4
9851,Technologist,3.4
9851,Modeller,2.4
9851,Visualiser,2
9852,Programmer,5.3
9852,Modeller,4.8
9852,Data Wrangler,4.4
9852,Communicator,3.9
9852,Visualiser,3.3
9852,Technologist,2.5
9853,Technologist,6
9853,Data Wrangler,4.3
9853,Communicator,4
9853,Modeller,3.6
9853,Programmer,2.8
9853,Visualiser,2
9854,Technologist,4.2
9854,Communicator,3.6
9854,Visualiser,3
9854,Data Wrangler,2.4
9854,Programmer,2.2
9854,Modeller,1.4
9855,Communicator,5.8
9855,Modeller,4.6
9855,Data Wrangler,4
9855,Technologist,3.7
9855,Visualiser,3
9855,Programmer,2.1
9856,Programmer,5.4
9856,Communicator,4.8
9856,Data Wrangler,4.5
9856,Visualiser,4.3
9856,Modeller,3.5
9856,Technologist,2.2
9857,Modeller,4.4
9857,Visualiser,3.9
9857,Programmer,3.2
9857,Data Wrangler,3
9857,Technologist,2.2
9857,Communicator,2
9858,Technologist,5.6
9858,Visualiser,5.2
9858,Modeller,4.1
9858,Programmer,3.6
9858,Communicator,2.9
9858,Data Wrangler,2.7
9859,Data Wrangler,5.2
9859,Visualiser,4.8
9859,Communicator,4.1
9859,Programmer,3.2
9859,Modeller,2.7
9859,Technologist,2.5
9860,Technologist,4.7
9860,Communicator,4.4
9860,Programmer,3.7
9860,Modeller,3.2
9860,Visualiser,3
9860,Data Wrangler,2.7
9861,Modeller,5
9861,Data Wrangler,4.7
9861,Communicator,3.6
9861,Visualiser,3.4
9861,Programmer,2.3
9861,Technologist,1.9
9862,Visualiser,5.2
9862,Technologist,4.8
9862,Communicator,3.8
9862,Modeller,2.7
9862,Programmer,2.2
9862,Data Wrangler,1.4
9863,Technologist,5.2
9863,Data Wrangler,4.8
9863,Modeller,4.3
9863,Programmer,3.7
9863,Visualiser,3
9863,Communicator,2.5
9864,Data Wrangler,5
9864,Programmer,3.9
9864,Modeller,3.6
9864,Technologist,3.1
9864,Visualiser,2.6
9864,Communicator,1.5
9865,Communicator,4.2
9865,Data Wrangler,3.9
9865,Programmer,3.5
9865,Technologist,3.1
9865,Modeller,2.2
9865,Visualiser,1.7
9866,Programmer,6.3
9866,Visualiser,4.7
9866,Communicator,4.3
9866,Data Wrangler,3.3
9866,Modeller,3
9866,Technologist,2.8
9867,Programmer,5.1
9867,Data Wrangler,4
9867,Visualiser,3.2
9867,Communicator,2.5
9867,Technologist,2.4
9867,Modeller,1.5
9868,Visualiser,5.2
9868,Modeller,4.8
9868,Technologist,3.8
9868,Programmer,3.3
9868,Communicator,2.6
9868,Data Wrangler,2.4
9869,Modeller,6
9869,Communicator,4.2
9869,Data Wrangler,3.8
9869,Visualiser,3.1
9869,Programmer,1.9
9869,Technologist,1.2
9870,Technologist,3.9
9870,Modeller,3.6
9870,Visualiser,3.4
9870,Communicator,2.5
9870,Programmer,2.2
9870,Data Wrangler,1.7
9871,Communicator,4.6
9871,Technologist,3.6
9871,Programmer,3.2
9871,Visualiser,2.7
9871,Data Wrangler,2.5
9871,Modeller,2.3
9872,Programmer,6.7
9872,Visualiser,5.1
9872,Modeller,4
9872,Technologist,3.7
9872,Data Wrangler,3.4
9872,Communicator,3
9873,Programmer,6.3
9873,Visualiser,4.8
9873,Data Wrangler,4
9873,Technologist,3.6
9873,Communicator,3
9873,Modeller,2.4
9874,Data Wrangler,6.7
9874,Technologist,4.9
9874,Visualiser,4
9874,Programmer,3.6
9874,Communicator,2.4
9874,Modeller,1.5
9875,Modeller,5
9875,Visualiser,4.2
9875,Communicator,3.6
9875,Data Wrangler,2.8
9875,Programmer,2.3
9875,Technologist,2.2
9876,Data Wrangler,4.8
9876,Communicator,3.8
9876,Programmer,3.3
9876,Technologist,2.8
9876,Modeller,2.6
9876,Visualiser,2.4
9877,Data Wrangler,4
9877,Programmer,3.8
9877,Technologist,3.5
9877,Visualiser,3.2
9877,Modeller,2.1
9877,Communicator,1.5
9878,Technologist,5.7
9878,Communicator,4.6
9878,Data Wrangler,3.9
9878,Visualiser,3.6
9878,Modeller,2.6
9878,Programmer,2.1
9879,Communicator,6
9879,Programmer,4.3
9879,Technologist,3.9
9879,Modeller,3.2
9879,Visualiser,3
9879,Data Wrangler,2.7
9880,Technologist,5.3
9880,Modeller,4.8
9880,Data Wrangler,4.4
9880,Communicator,3.9
9880,Visualiser,3.4
9880,Programmer,2.1
9881,Technologist,4.4
9881,Modeller,4
9881,Data Wrangler,3.6
9881,Programmer,2.9
9881,Visualiser,2.2
9881,Communicator,2
9882,Visualiser,4.9
9882,Modeller,4.6
9882,Programmer,4.2
9882,Data Wrangler,3.7
9882,Technologist,2.5
9882,Communicator,2.1
9883,Modeller,5.2
9883,Visualiser,4.1
9883,Communicator,3.8
9883,Data Wrangler,3
9883,Technologist,2.8
9883,Programmer,2
9884,Technologist,4.9
9884,Visualiser,4.1
9884,Modeller,3.8
9884,Communicator,2.7
9884,Data Wrangler,2
9884,Programmer,1.7
9885,Communicator,6
9885,Technologist,5.5
9885,Visualiser,4.8
9885,Data Wrangler,2.6
9885,Programmer,2.5
9885,Modeller,2
9886,Data Wrangler,5.6
9886,Visualiser,4.7
9886,Communicator,4
9886,Technologist,3.6
9886,Programmer,2.6
9886,Modeller,2.1
9887,Visualiser,5.4
9887,Modeller,4.9
9887,Data Wrangler,4.4
9887,Technologist,3.3
9887,Communicator,1.8
9887,Programmer,1
9888,Programmer,5.7
9888,Visualiser,5.3
9888,Modeller,4.7
9888,Communicator,2.9
9888,Technologist,2.6
9888,Data Wrangler,2.1
9889,Data Wrangler,3.5
9889,Modeller,3.2
9889,Visualiser,2.7
9889,Programmer,2.5
9889,Communicator,2.2
9889,Technologist,1.7
9890,Programmer,5.9
9890,Technologist,5.4
9890,Data Wrangler,4.7
9890,Communicator,4.1
9890,Modeller,3.7
9890,Visualiser,2.7
9891,Technologist,6
9891,Visualiser,4.4
9891,Communicator,3.8
9891,Modeller,3.6
9891,Programmer,3.2
9891,Data Wrangler,2.9
9892,Visualiser,5.2
9892,Technologist,4.8
9892,Communicator,3.8
9892,Programmer,3.1
9892,Data Wrangler,2.5
9892,Modeller,1.5
9893,Technologist,5.6
9893,Visualiser,5.1
9893,Data Wrangler,4.3
9893,Programmer,4.1
9893,Communicator,3.2
9893,Modeller,2.8
9894,Programmer,5.5
9894,Communicator,4.6
9894,Modeller,3.6
9894,Technologist,3.3
9894,Visualiser,2.6
9894,Data Wrangler,2
9895,Modeller,6.4
9895,Communicator,5.5
